,bron_naam,type_bron,MWcapaciteit,capfactor,volfactor,status,Brontemperatuur,Uitkoppel_min,Uitkoppel_max,Productiekosten,targetGMC,xcor,ycor
0,Onbekend Heerlen,Gasmotor,0.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6924554833684868,0.04677882154751574
1,Onbekend Eindhoven 1,Gasmotor,0.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5517421341933012,0.259702356943979
2,Onbekend Eindhoven 2,Gasmotor,0.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5369462177642845,0.24828354694409427
3,Onbekend Den Bosch,Gasmotor,0.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.509476781144655,0.3405608569864899
4,Onbekend Hulst,Gasmotor,0.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.18329719006836842,0.19638436284583158
5,Onbekend Rotterdam,Gasmotor,0.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.28133439982618463,0.3883437282944996
6,Onbekend Zandvoort,Gasmotor,0.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.31499225701908146,0.5942649142889538
7,Onbekend Zaanstad,Gasmotor,0.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3723806341607277,0.6310478631967279
8,Onbekend Zeewolde,Gasmotor,0.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5731790969166786,0.5818236227466185
9,A van de Groep en Zonen BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5365278242405848,0.5473857847313683
10,Aardgascompressorstation Wijngaarden,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3665193212514437,0.3982090260153705
11,Abbott Healthcare Products BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4448349817330513,0.5663511681800503
12,Abbott Laboratories BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7132154092989684,0.6452735499470175
13,Abengoa Bioenergy,Industrie,34.41,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.22145087585229295,0.43003129027848064
14,ADM Cocoa BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.38674674633358014,0.6278155021915612
15,Afval Energie Bedrijf Amsterdam,AVI,0.0,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.38250195385677227,0.6020324756840226
16,Afvalstoffen Terminal Moerdijk BV ATM,AVI,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.32921002966989493,0.3434073136675704
17,Agristo NV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4386845969346657,0.30550953004576936
18,AHC Benelux BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5488247902598679,0.24720499383318661
19,Ahrend Produktiebedrijf Sint-Oedenrode BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5538455125442642,0.2940412451325403
20,Air Liquide Nederland BV,Industrie,132.73,,,Optie B,80.0,200.0,200.0,2.0,,0.2401987092915277,0.4146742771763827
21,Air Liquide Pergen VOF,Industrie,57.36,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.26933791642846777,0.4145060624710118
22,Air Products Nederland BV Botlek,Industrie,45.11,,,Optie B,80.0,200.0,200.0,2.0,,0.2409632283666517,0.4123522545767528
23,Air Products Nederland BV Pernis,Industrie,78.91,,,Optie B,80.0,200.0,200.0,2.0,,0.2482622935664674,0.40897146883155294
24,Akzo Nobel Base Chemicals,Industrie,0.0,,,Optie B,80.0,200.0,200.0,2.0,,0.22236373444945592,0.430756922340865
25,Akzo Nobel Chemicals BV Botlek,Industrie,21.23,,,Optie B,80.0,200.0,200.0,2.0,,0.2459839506510481,0.41047220786966604
26,Akzo Nobel Chemicals BV Hengelo,Industrie,86.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9018272097827934,0.5484115646013753
27,Akzo Nobel Functional Chemicals,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.740030630590631,0.5440544738995129
28,Akzo Nobel Functional Chemicals BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7162582712895117,0.1461112542328211
29,Albemarle Catalysts Company BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.42060619313335046,0.5962340158400604
30,Alcan Packaging Brabant BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.2427433026311195,0.2751121432869776
31,Almatis BV,Industrie,1.38,,,Optie B,80.0,200.0,200.0,2.0,,0.2354860767836738,0.41482600024397215
32,Alpha-Fry Technlogies BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4759102098114745,0.5649988538819704
33,Aluminium en Chemie Rotterdam BV,Industrie,22.01,,,Optie B,80.0,200.0,200.0,2.0,,0.257067575451602,0.41011598849358644
34,Anox BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5595508787765329,0.4853442433975061
35,ARCG Stainkoeln II,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.849976841463936,0.8970414889739377
36,Archer Daniels Midland Europoort BV ADM,Industrie,17.31,,,Optie B,80.0,200.0,200.0,2.0,,0.20569265431876693,0.4411235658502924
37,Ardagh Glass Benelux BV Moerdijk,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3283580283125428,0.3374505341009061
38,Ardagh Glass Dongen BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4329792307023971,0.31327379311328196
39,Arjowiggins Security BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6751796344171774,0.5216258465167237
40,Arkema BV Rotterdam,Industrie,0.54,,,Optie B,80.0,200.0,200.0,2.0,,0.26104611750423734,0.4160958563531448
41,ARKEMA Vlissingen BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.08757635900085327,0.25832695435300496
42,Arla Foods BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.560083379624878,0.5416269048180815
43,ARN BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.643104065459363,0.3986477035803574
44,Ashland Industries Nederland BV,Industrie,3.23,,,Optie B,80.0,200.0,200.0,2.0,,0.3349496280995572,0.3845803365527698
45,ASML,Industrie,1.0,0.5,0.5,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5462916076527405,0.24151208047102574
46,Attero BV Moerdijk,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.32444795065469473,0.33957465704715845
47,Attero Noord BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8256986063568889,0.747132501540443
48,Aurubis Netherlands BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7497297531854877,0.5138747767594364
49,Avebe ua Foxhol,Industrie,18.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8735362004257173,0.8872454561317489
50,Avebe ua Gasselternijveen,Industrie,18.25,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9146148372980516,0.821113988628084
51,Avebe ua Ter Apelkanaal,Industrie,18.75,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9606000891301368,0.7970296008120361
52,Avery Dennison Materials BV,Industrie,0.13,,,Optie B,80.0,200.0,200.0,2.0,,0.3201537116705405,0.5047384094285061
53,Avery Dennison Materials Nederland BV,Industrie,0.14,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.3416439244787524,0.5033860951304262
54,Aviko BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7459375864297731,0.4803439788221667
55,AVR Afvalverwerking BV Duiven,AVI,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6966089899855784,0.44456372149150547
56,AVR Rozenburg,AVI,301.56,,,Optie B,80.0,500.0,500.0,2.0,,0.24554653923990752,0.41893241805155634
57,A-ware Zaandam BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.38099573717145335,0.6131313479109469
58,AWZI De Groote Lucht Vlaardingen,AVI,1.94,,,Optie B,80.0,500.0,500.0,2.0,,0.2525565325506216,0.4199219163184441
59,AWZI Kralingseveer Hoogheemraadschap van Schieland,AVI,2.72,,,Optie B,80.0,500.0,500.0,2.0,,0.31512157865367957,0.4223461870723191
60,AWZI Spijkenisse-Allemanspolder,AVI,0.59,,,Optie B,80.0,500.0,500.0,2.0,,0.26819684318201403,0.39826839591138374
61,Baksteen Helden BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6913220172770095,0.21077166764637953
62,Ball Packaging,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5778080507197926,0.36891328066038037
63,Basell Benelux BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.32237119734614894,0.334145609889501
64,BASF Nederland BV Catalysts,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.449437310493748,0.48237574859684285
65,BASF Nederland BV Nijehaske,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6647197963246849,0.8110540895813918
66,Bavaria NV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5930223606725089,0.2767250254620046
67,Bayer MaterialScience BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8731292176344821,0.8881986727955175
68,Bel Leerdammer BV Dalfsen,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7622701481640142,0.642697556125553
69,Bel Leerdammer BV Schoonrewoerd,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.46579269369291815,0.4263041801398701
70,BES Exploitatie BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6617986488137634,0.09572930081045293
71,Bio Centrale Nuon Lelystad,BMC,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5574893397779398,0.6361635692365376
72,Bio Energie Centrale Cuijk,BMC,26.4,,,Optie B,80.0,28.0,28.0,5.0,,0.6584705185116067,0.36480026619768363
73,Biomassacentrale Moerdijk,BMC,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.32445936138715925,0.34063012186517205
74,biomassacentrale_stadskern,BMC,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5328649791194683,0.5120837848963695
75,biomassaketel deNieuweStad,BMC,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5345157317493381,0.5135053640731316
76,biomassaketel_deHoef,BMC,6.0,,,Optie A,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5408981347745025,0.5203724820453326
77,biomassaketel_deIsselt,BMC,6.0,,,Optie A,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5255164674123063,0.5170213812481395
78,BioMethanol Chemie Nederland BioMCN,Raffinaderij,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9356600315401465,0.9407443290948134
79,Biopetrol Rotterdam BV,Raffinaderij,3.11,,,Optie B,80.0,200.0,200.0,2.0,,0.25180722778545034,0.4141531414224885
80,Biovalue Holding BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.900606261409088,0.9916738048915261
81,BN International BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4983132812168494,0.5659883521488581
82,Boehringer Ingelheim,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.44444321325176883,0.5660938986306594
83,Bostik Nederland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.301029324059976,0.2888265892660419
84,Botlek VCM Plant Shin-Etsu PVC BV,Industrie,14.54,,,Optie B,80.0,200.0,200.0,2.0,,0.24579377177663916,0.40941344472409613
85,Boxal Netherlands BV,,20.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5776178718453836,0.46637885994882416
86,BP Raffinaderij Rotterdam BV,Raffinaderij,159.07,,,Optie B,80.0,200.0,200.0,2.0,,0.2017711659284543,0.4371556778000725
87,Brabant Alucast International,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.579325678137576,0.37549344413518393
88,Brabant Alucast The Netherlands Heijen,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6949316123132915,0.33093963550478467
89,C en T Technics,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6048134508858641,0.3271894370732801
90,Cabot BV,Industrie,32.26,,,Optie B,80.0,200.0,200.0,2.0,,0.2423477305723489,0.416910543259549
91,Cabot Norit Activated Carbon Klazienaveen,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9501782868125261,0.7261221550068596
92,Caldic Chemie BV,Industrie,1.58,,,Optie B,80.0,200.0,200.0,2.0,,0.22053421367764178,0.43078660728887164
93,Caligen Europe BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3733657607301661,0.311357464803076
94,Caradon Stelrad BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6711858780545894,0.06084948690265961
95,Cargill Benelux BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.11543756410176514,0.17833261613024265
96,Cargill BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.23882561781829506,0.27568605228177245
97,Cargill BV Multiseed,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3765417479327956,0.6064852178850175
98,Cargill BV Soja,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.40110525135145625,0.602589893041036
99,Cargill Refined Oils Europe,Industrie,2.64,,,Optie B,80.0,200.0,200.0,2.0,,0.24723532764465903,0.41328238294762726
100,Carmeuse Gouda,Industrie,0.2,,,Optie B,80.0,200.0,200.0,0.0,,0.3547776775454348,0.46046495864039166
101,Celanese Emulsions BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6462382133096226,0.07077415451954377
102,Centocor BV,Industrie,0.61,,,Optie B,80.0,200.0,200.0,2.0,,0.2937682946350421,0.5174963404162455
103,Centrale Bergum,STEG,508.2,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.699636637666169,0.8993371249531172
104,Centrale Harculo,Gasturbine,361.35,,,Optie C,70.0,220.25454545454545,250.0,2.0090909090909093,,0.722488531215149,0.6276868674168659
105,Centrale Rotterdam,STEG,8.86,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.19242197246251008,0.4372381359889798
106,Cerexagri BV,Industrie,0.54,,,Optie B,80.0,200.0,200.0,2.0,,0.26104611750423734,0.4160958563531448
107,Chemelot Site Permit BV,Industrie,789.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6456334444890022,0.0809824783062691
108,Chemours Netherlands BV,Industrie,24.5,,,Optie B,80.0,200.0,200.0,2.0,,0.36328628038649147,0.3887362292736984
109,Chemtura Netherlands BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3941713295905057,0.6077121957359584
110,Claushuis Metaalmaatschappij BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5668765690187658,0.5859696204848781
111,Climax Molybdenum BV,Industrie,1.14,,,Optie B,80.0,200.0,200.0,2.0,,0.23814858102539918,0.4138035187015215
112,COATEX Netherlands BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.32514780891251965,0.341903276301901
113,Compaxo Fijne Vleeswaren BV,Industrie,0.55,,,Optie B,80.0,200.0,200.0,2.0,,0.3572423957577749,0.4553426559454694
114,Compaxo Vlees Zevenaar BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7204422065265087,0.43158150422993813
115,Componenta BV Hoensbroek,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6843842919385709,0.05435178161676335
116,Componenta BV Weert,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6061447030067268,0.17530145310600984
117,CONO Kaasmakers Middenbeemster,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.40406063105977136,0.6595124300075323
118,Contitank BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9296351647988708,0.9441844847360266
119,Croda Nederland BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.35910234514949446,0.45730845916901974
120,Crown van Gelder NV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.34229053265174286,0.6270403952158325
121,Cumapol Emmen BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9264135346663831,0.7427622175283554
122,DAF Trucks NV,Industrie,0.76,0.5,0.14,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.5708855396913066,0.24621549556629888
123,Dahler Holland BV Dahler Euro Citrus BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.401736645214494,0.31751544235067414
124,Damen Schelde Naval Shipbuilding BV en Scheldepoort BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.08293979804276294,0.26177370664933064
125,Damen Ship Repair Rotterdam locatie Pernis,Industrie,0.06,,,Optie B,80.0,200.0,200.0,2.0,,0.2777057869024618,0.41492495007066094
126,Damen Shiprepair Rotterdam BV,Industrie,0.06,,,Optie B,80.0,200.0,200.0,2.0,,0.27200042067019314,0.4210268560498021
127,DCC Maastricht BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6147978417923342,0.03860556586302289
128,De Bioderij BV,Industrie,0.32,,,Optie B,80.0,200.0,200.0,2.0,,0.3653059800327146,0.39112092009689786
129,De Graafstroom,Industrie,0.36,,,Optie B,80.0,200.0,200.0,2.0,,0.37648469427047293,0.40717388031337354
130,De Ingensche Waarden BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5619699540590147,0.4475454096023939
131,De Kleef BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6813338227930512,0.4429640326267036
132,Deege Coating Moerdijk BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.31825192292645094,0.3326481691789442
133,Delamine BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.935481263398202,0.9407113458192505
134,Delesto BV,Industrie,117.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9335642603441598,0.9425683042334432
135,Delfluent Services BV,Industrie,3.03,,,Optie B,80.0,200.0,200.0,2.0,,0.2442228942740212,0.48924616489660017
136,Deli-HTL,Industrie,1.8,0.31,0.96,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.5691206797367915,0.24733362860788202
137,Diffutherm BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5062703653221201,0.21926486110383275
138,Dishman Netherlands BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5814214493335627,0.465554278059751
139,DOC Kaas Zuivelfabriek,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8162923592286219,0.7165570050936113
140,DOC Kaas Zuivelpark,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.82797314569482,0.71868442636742
141,Dow Benelux BV Delfzijl,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9345836191109919,0.9391941151433559
142,Dow Benelux BV Hoek,Industrie,462.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.11108246787780009,0.2174804658958785
143,Dr W Kolb Nederland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.31849535188569444,0.33587393352899825
144,Draka Interfoam,Industrie,0.09,,,Optie B,80.0,200.0,200.0,2.0,,0.3260112210023363,0.5636465395838904
145,Driessen Grondwerken,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7171559155767219,0.2507440993010885
146,Drukkerij Zwart BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5308909224031033,0.5153920074353309
147,DS Smith Paper De Hoop Mill,Industrie,48.75,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7103361011404168,0.49128453132638894
148,DSM Advanced Polyesters Emmen BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9264135346663831,0.7427622175283554
149,DSM Delft Permit BV,Industrie,11.26,,,Optie B,80.0,200.0,200.0,2.0,,0.2643932656938349,0.4632454487703463
150,DSM Engineering Plastics Emmen BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9264135346663831,0.7427622175283554
151,DSM NeoResins BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.44879450589824577,0.343651389906736
152,DSM Pharma Chemicals Venlo BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7365845893863407,0.23239550310543325
153,DSM Resins BV,Industrie,0.83,,,Optie B,80.0,200.0,200.0,2.0,,0.2137410242837539,0.4442305904083199
154,DSM Resins BV Schoonebeek,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9173914488644223,0.7112796810035433
155,Ducor Petrochemicals BV,Industrie,0.87,,,Optie B,80.0,200.0,200.0,2.0,,0.23704934713131542,0.41642239078121773
156,Dyflex Polymers,Industrie,0.06,,,Optie B,80.0,200.0,200.0,2.0,,0.3435076774479602,0.4002473924451593
157,Eastman Chemical Middelburg BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.0758879653796789,0.27409296007208317
158,Ecofuels,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7348425508967548,0.2943974645086199
159,Eemscentrale,STEG,1625.25,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9139111754627385,0.9854597557754711
160,Efte Coating BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5503462212551394,0.245720746432855
161,Ekro BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6887431917400241,0.5209760759881341
162,Elementis Specialties Netherlands BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8718245905560367,0.5517065938301114
163,Elsta BV en Co CV,STEG,569.25,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.10996041251878726,0.21416564670180452
164,E-max Remelt,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7107126553117465,0.043780641798845846
165,Emerald Kalama Chemical Rotterdam BV,Industrie,11.11,,,Optie B,80.0,200.0,200.0,2.0,,0.24135880042542232,0.4150008116044557
166,Emmtec Services BV,Gasturbine,99.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9264135346663831,0.7427622175283554
167,ENCI BV Maastricht,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6172739707371389,0.021259661244480563
168,Enecal Energy VOF,STEG,1.65,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.23967001202067081,0.41607936471536333
169,Eneco Bio Golden Raand CV,BMC,41.91,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9411409867006126,0.9395536328469919
170,Eneco HWC Nicolaas Beetsstraat,Gasturbine,19.14,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.46538951447917115,0.4862018085621422
171,Eneco HWC Overvecht,Gasturbine,38.28,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4635067436225225,0.4965750487266821
172,Eneco Lage Weide,STEG,153.45,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4542830682136882,0.4927489887613828
173,Eneco Merwedekanaal,STEG,142.23,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4560707496331324,0.49197388178565404
174,Eneco Solar Bio en Hydro BV WKC Ypenburg,STEG,1.8,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.27189011692303594,0.47723035760902655
175,Eneco Solar Bio en Hydro HWC Ypenburg,STEG,0.46,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.2681550038296441,0.47227297129191886
176,ENECOGEN VOF,STEG,17.76,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.19828708894928224,0.442122959099849
177,Energiecooperatie Greenhouse Energy,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6751415986422956,0.42419325050384293
178,ENGIE Energie Centrale Gelderland,STEG,0.1,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6520805083314658,0.40221979232382216
179,Ennatuurlijk Energiecentrale Warande 1,BMC,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5574893397779398,0.6361635692365376
180,Ennatuurlijk Energiecentrale Warande 2,BMC,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5629132412760832,0.6336073653804108
181,Ennatuurlijk Helmond 1+2,STEG,40.26,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6160340044759924,0.25808947476895194
182,Enrichment Technology Nederland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8732357178041512,0.5813882435091878
183,EOn Benelux NV Galileistraat,STEG,18.06,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.28506570934208836,0.42333238701165055
184,EOn Benelux NV Maasvlakte,Kolen,320.88,,,Optie C,80.0,220.25454545454545,250.0,2.0090909090909093,,0.1806422929816194,0.44265398983641213
185,Eon Blekerhof,STEG,0.01,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.29918839255569735,0.42519264375339955
186,EOn Centrale Den Haag,STEG,7.01,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.25039990411482405,0.484519661508433
187,Eon Centrale Leiden,STEG,17.82,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.30391243579601573,0.5162033960141789
188,EON Centrale RoCa,STEG,198.0,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.3203514976999258,0.4388213332160002
189,EON Energy from Waste Delfzijl BV,STEG,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9420880774951692,0.9393887164691772
190,Eon Laurensplaat/Delfsevaart,STEG,0.0,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.2999224830109159,0.4273233633547645
191,Eon Schenkkade,STEG,0.87,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.26166229705732236,0.48453615314621445
